.entry _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_2,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_4,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_7
)
{
.reg .pred %p<101>;
.reg .b16 %rs<85>;
.reg .f32 %f<1105>;
.reg .b32 %r<5230>;
.reg .b64 %rd<421>;

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs[16384];

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds[2048];

ld.param.u64 %rd38, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0];
ld.param.u64 %rd39, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1];
ld.param.u32 %r88, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3];
ld.param.u32 %r85, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5];
ld.param.u32 %r86, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6];
	dp4a.s32.s32 %r3070, %r5055, %r3072, %r3066;

	ld.shared.u32 %r5059, [%r5115+28];

	dp4a.s32.s32 %r3074, %r5059, %r3076, %r3070;

	ld.shared.f32 %f687, [%r5099];
ld.shared.f32 %f688, [%r5112];
mul.ftz.f32 %f689, %f688, %f687;
cvt.rn.f32.s32 %f690, %r3074;
fma.rn.ftz.f32 %f976, %f689, %f690, %f976;
add.s32 %r5116, %r5208, %r5094;
add.s32 %r5117, %r5116, %r5209;
shl.b32 %r5118, %r5117, 2;
add.s32 %r5119, %r5204, %r5118;
ld.shared.u32 %r5063, [%r5115+8320];

	dp4a.s32.s32 %r3078, %r5063, %r3048, %r5065;

	ld.shared.u32 %r5067, [%r5115+8324];

	dp4a.s32.s32 %r3082, %r5067, %r3052, %r3078;

	ld.shared.u32 %r5071, [%r5115+8328];

	dp4a.s32.s32 %r3086, %r5071, %r3056, %r3082;

	ld.shared.u32 %r5075, [%r5115+8332];

	dp4a.s32.s32 %r3090, %r5075, %r3060, %r3086;

	ld.shared.u32 %r5079, [%r5115+8336];

	dp4a.s32.s32 %r3094, %r5079, %r3064, %r3090;

	ld.shared.u32 %r5083, [%r5115+8340];

	dp4a.s32.s32 %r3098, %r5083, %r3068, %r3094;

	ld.shared.u32 %r5087, [%r5115+8344];

	dp4a.s32.s32 %r3102, %r5087, %r3072, %r3098;

	ld.shared.u32 %r5091, [%r5115+8348];

	dp4a.s32.s32 %r3106, %r5091, %r3076, %r3102;

	ld.shared.f32 %f691, [%r5119];
mul.ftz.f32 %f692, %f691, %f687;
cvt.rn.f32.s32 %f693, %r3106;
fma.rn.ftz.f32 %f944, %f692, %f693, %f944;
ld.shared.u32 %r3144, [%r5107+512];
ld.shared.u32 %r3148, [%r5107+528];
ld.shared.u32 %r3152, [%r5107+516];
ld.shared.u32 %r3156, [%r5107+532];
ld.shared.u32 %r3160, [%r5107+520];
ld.shared.u32 %r3164, [%r5107+536];
ld.shared.u32 %r3168, [%r5107+524];
ld.shared.u32 %r3172, [%r5107+540];

	dp4a.s32.s32 %r3110, %r3047, %r3144, %r5065;

	
	dp4a.s32.s32 %r3114, %r5035, %r3148, %r3110;

	
	dp4a.s32.s32 %r3118, %r5039, %r3152, %r3114;

	
	dp4a.s32.s32 %r3122, %r5043, %r3156, %r3118;

	
	dp4a.s32.s32 %r3126, %r5047, %r3160, %r3122;

	
	dp4a.s32.s32 %r3130, %r5051, %r3164, %r3126;

	
	dp4a.s32.s32 %r3134, %r5055, %r3168, %r3130;

	
	dp4a.s32.s32 %r3138, %r5059, %r3172, %r3134;

	ld.shared.f32 %f694, [%r5099+64];
mul.ftz.f32 %f695, %f688, %f694;
cvt.rn.f32.s32 %f696, %r3138;
fma.rn.ftz.f32 %f975, %f695, %f696, %f975;

	dp4a.s32.s32 %r3142, %r5063, %r3144, %r5065;

	
	dp4a.s32.s32 %r3146, %r5067, %r3148, %r3142;

	
	dp4a.s32.s32 %r3150, %r5071, %r3152, %r3146;

	
	dp4a.s32.s32 %r3154, %r5075, %r3156, %r3150;

	
	dp4a.s32.s32 %r3158, %r5079, %r3160, %r3154;

	
	dp4a.s32.s32 %r3162, %r5083, %r3164, %r3158;

	
	dp4a.s32.s32 %r3166, %r5087, %r3168, %r3162;

	
	dp4a.s32.s32 %r3170, %r5091, %r3172, %r3166;

	mul.ftz.f32 %f697, %f691, %f694;
cvt.rn.f32.s32 %f698, %r3170;
fma.rn.ftz.f32 %f943, %f697, %f698, %f943;
ld.shared.u32 %r3208, [%r5107+1024];
ld.shared.u32 %r3212, [%r5107+1040];
ld.shared.u32 %r3216, [%r5107+1028];
ld.shared.u32 %r3220, [%r5107+1044];
ld.shared.u32 %r3224, [%r5107+1032];
ld.shared.u32 %r3228, [%r5107+1048];
ld.shared.u32 %r3232, [%r5107+1036];
ld.shared.u32 %r3236, [%r5107+1052];

	dp4a.s32.s32 %r3174, %r3047, %r3208, %r5065;

	
	dp4a.s32.s32 %r3178, %r5035, %r3212, %r3174;

	
	dp4a.s32.s32 %r3182, %r5039, %r3216, %r3178;

	
	dp4a.s32.s32 %r3186, %r5043, %r3220, %r3182;

	
	dp4a.s32.s32 %r3190, %r5047, %r3224, %r3186;

	
	dp4a.s32.s32 %r3194, %r5051, %r3228, %r3190;

	
	dp4a.s32.s32 %r3198, %r5055, %r3232, %r3194;

	
	dp4a.s32.s32 %r3202, %r5059, %r3236, %r3198;

	ld.shared.f32 %f699, [%r5099+128];
mul.ftz.f32 %f700, %f688, %f699;
cvt.rn.f32.s32 %f701, %r3202;
fma.rn.ftz.f32 %f974, %f700, %f701, %f974;

	dp4a.s32.s32 %r3206, %r5063, %r3208, %r5065;

	
	dp4a.s32.s32 %r3210, %r5067, %r3212, %r3206;

	
	dp4a.s32.s32 %r3214, %r5071, %r3216, %r3210;

	
	dp4a.s32.s32 %r3218, %r5075, %r3220, %r3214;

	
	dp4a.s32.s32 %r3222, %r5079, %r3224, %r3218;

	
	dp4a.s32.s32 %r3226, %r5083, %r3228, %r3222;

	
	dp4a.s32.s32 %r3230, %r5087, %r3232, %r3226;

	
	dp4a.s32.s32 %r3234, %r5091, %r3236, %r3230;

	mul.ftz.f32 %f702, %f691, %f699;
cvt.rn.f32.s32 %f703, %r3234;
fma.rn.ftz.f32 %f942, %f702, %f703, %f942;
ld.shared.u32 %r3272, [%r5107+1536];
ld.shared.u32 %r3276, [%r5107+1552];
ld.shared.u32 %r3280, [%r5107+1540];
ld.shared.u32 %r3284, [%r5107+1556];
ld.shared.u32 %r3288, [%r5107+1544];
ld.shared.u32 %r3292, [%r5107+1560];
ld.shared.u32 %r3296, [%r5107+1548];
ld.shared.u32 %r3300, [%r5107+1564];

	dp4a.s32.s32 %r3238, %r3047, %r3272, %r5065;

	
	dp4a.s32.s32 %r3242, %r5035, %r3276, %r3238;

	
	dp4a.s32.s32 %r3246, %r5039, %r3280, %r3242;

	
	dp4a.s32.s32 %r3250, %r5043, %r3284, %r3246;

	
	dp4a.s32.s32 %r3254, %r5047, %r3288, %r3250;

	
	dp4a.s32.s32 %r3258, %r5051, %r3292, %r3254;

	
	dp4a.s32.s32 %r3262, %r5055, %r3296, %r3258;

	
	dp4a.s32.s32 %r3266, %r5059, %r3300, %r3262;

	ld.shared.f32 %f704, [%r5099+192];
mul.ftz.f32 %f705, %f688, %f704;
cvt.rn.f32.s32 %f706, %r3266;
fma.rn.ftz.f32 %f973, %f705, %f706, %f973;

	dp4a.s32.s32 %r3270, %r5063, %r3272, %r5065;

	
	dp4a.s32.s32 %r3274, %r5067, %r3276, %r3270;

	
	dp4a.s32.s32 %r3278, %r5071, %r3280, %r3274;

	
	dp4a.s32.s32 %r3282, %r5075, %r3284, %r3278;

	
	dp4a.s32.s32 %r3286, %r5079, %r3288, %r3282;

	
	dp4a.s32.s32 %r3290, %r5083, %r3292, %r3286;

	
	dp4a.s32.s32 %r3294, %r5087, %r3296, %r3290;

	
	dp4a.s32.s32 %r3298, %r5091, %r3300, %r3294;

	mul.ftz.f32 %f707, %f691, %f704;
cvt.rn.f32.s32 %f708, %r3298;
fma.rn.ftz.f32 %f941, %f707, %f708, %f941;
ld.shared.u32 %r3336, [%r5107+2048];
ld.shared.u32 %r3340, [%r5107+2064];
ld.shared.u32 %r3344, [%r5107+2052];
ld.shared.u32 %r3348, [%r5107+2068];
ld.shared.u32 %r3352, [%r5107+2056];
ld.shared.u32 %r3356, [%r5107+2072];
ld.shared.u32 %r3360, [%r5107+2060];
ld.shared.u32 %r3364, [%r5107+2076];

	dp4a.s32.s32 %r3302, %r3047, %r3336, %r5065;

	
	dp4a.s32.s32 %r3306, %r5035, %r3340, %r3302;

	
	dp4a.s32.s32 %r3310, %r5039, %r3344, %r3306;

	
	dp4a.s32.s32 %r3314, %r5043, %r3348, %r3310;

	
	dp4a.s32.s32 %r3318, %r5047, %r3352, %r3314;

	
	dp4a.s32.s32 %r3322, %r5051, %r3356, %r3318;

	
	dp4a.s32.s32 %r3326, %r5055, %r3360, %r3322;

	
	dp4a.s32.s32 %r3330, %r5059, %r3364, %r3326;

	ld.shared.f32 %f709, [%r5099+256];
mul.ftz.f32 %f710, %f688, %f709;
cvt.rn.f32.s32 %f711, %r3330;
fma.rn.ftz.f32 %f972, %f710, %f711, %f972;

	dp4a.s32.s32 %r3334, %r5063, %r3336, %r5065;

	
	dp4a.s32.s32 %r3338, %r5067, %r3340, %r3334;

	
	dp4a.s32.s32 %r3342, %r5071, %r3344, %r3338;

	
	dp4a.s32.s32 %r3346, %r5075, %r3348, %r3342;

	
	dp4a.s32.s32 %r3350, %r5079, %r3352, %r3346;

	
	dp4a.s32.s32 %r3354, %r5083, %r3356, %r3350;

	
	dp4a.s32.s32 %r3358, %r5087, %r3360, %r3354;

	
	dp4a.s32.s32 %r3362, %r5091, %r3364, %r3358;

	mul.ftz.f32 %f712, %f691, %f709;
cvt.rn.f32.s32 %f713, %r3362;
fma.rn.ftz.f32 %f940, %f712, %f713, %f940;
ld.shared.u32 %r3400, [%r5107+2560];
ld.shared.u32 %r3404, [%r5107+2576];
ld.shared.u32 %r3408, [%r5107+2564];
ld.shared.u32 %r3412, [%r5107+2580];
ld.shared.u32 %r3416, [%r5107+2568];
ld.shared.u32 %r3420, [%r5107+2584];
ld.shared.u32 %r3424, [%r5107+2572];
ld.shared.u32 %r3428, [%r5107+2588];

	dp4a.s32.s32 %r3366, %r3047, %r3400, %r5065;

	
	dp4a.s32.s32 %r3370, %r5035, %r3404, %r3366;

	
	dp4a.s32.s32 %r3374, %r5039, %r3408, %r3370;

	
	dp4a.s32.s32 %r3378, %r5043, %r3412, %r3374;

	
	dp4a.s32.s32 %r3382, %r5047, %r3416, %r3378;

	
	dp4a.s32.s32 %r3386, %r5051, %r3420, %r3382;

	
	dp4a.s32.s32 %r3390, %r5055, %r3424, %r3386;

	
	dp4a.s32.s32 %r3394, %r5059, %r3428, %r3390;

	ld.shared.f32 %f714, [%r5099+320];
mul.ftz.f32 %f715, %f688, %f714;
cvt.rn.f32.s32 %f716, %r3394;
fma.rn.ftz.f32 %f971, %f715, %f716, %f971;

	dp4a.s32.s32 %r3398, %r5063, %r3400, %r5065;

	
	dp4a.s32.s32 %r3402, %r5067, %r3404, %r3398;

	
	dp4a.s32.s32 %r3406, %r5071, %r3408, %r3402;

	
	dp4a.s32.s32 %r3410, %r5075, %r3412, %r3406;

	
	dp4a.s32.s32 %r3414, %r5079, %r3416, %r3410;

	
	dp4a.s32.s32 %r3418, %r5083, %r3420, %r3414;

	
	dp4a.s32.s32 %r3422, %r5087, %r3424, %r3418;

	
	dp4a.s32.s32 %r3426, %r5091, %r3428, %r3422;

	mul.ftz.f32 %f717, %f691, %f714;
cvt.rn.f32.s32 %f718, %r3426;
fma.rn.ftz.f32 %f939, %f717, %f718, %f939;
ld.shared.u32 %r3464, [%r5107+3072];
ld.shared.u32 %r3468, [%r5107+3088];
ld.shared.u32 %r3472, [%r5107+3076];
ld.shared.u32 %r3476, [%r5107+3092];
ld.shared.u32 %r3480, [%r5107+3080];
ld.shared.u32 %r3484, [%r5107+3096];
ld.shared.u32 %r3488, [%r5107+3084];
ld.shared.u32 %r3492, [%r5107+3100];

	dp4a.s32.s32 %r3430, %r3047, %r3464, %r5065;

	
	dp4a.s32.s32 %r3434, %r5035, %r3468, %r3430;

	
	dp4a.s32.s32 %r3438, %r5039, %r3472, %r3434;

	
	dp4a.s32.s32 %r3442, %r5043, %r3476, %r3438;

	
	dp4a.s32.s32 %r3446, %r5047, %r3480, %r3442;

	
	dp4a.s32.s32 %r3450, %r5051, %r3484, %r3446;

	
	dp4a.s32.s32 %r3454, %r5055, %r3488, %r3450;

	
	dp4a.s32.s32 %r3458, %r5059, %r3492, %r3454;

	ld.shared.f32 %f719, [%r5099+384];
mul.ftz.f32 %f720, %f688, %f719;
cvt.rn.f32.s32 %f721, %r3458;
fma.rn.ftz.f32 %f970, %f720, %f721, %f970;

	dp4a.s32.s32 %r3462, %r5063, %r3464, %r5065;

	
	dp4a.s32.s32 %r3466, %r5067, %r3468, %r3462;

	
	dp4a.s32.s32 %r3470, %r5071, %r3472, %r3466;

	
	dp4a.s32.s32 %r3474, %r5075, %r3476, %r3470;

	
	dp4a.s32.s32 %r3478, %r5079, %r3480, %r3474;

	
	dp4a.s32.s32 %r3482, %r5083, %r3484, %r3478;

	
	dp4a.s32.s32 %r3486, %r5087, %r3488, %r3482;

	
	dp4a.s32.s32 %r3490, %r5091, %r3492, %r3486;

	mul.ftz.f32 %f722, %f691, %f719;
cvt.rn.f32.s32 %f723, %r3490;
fma.rn.ftz.f32 %f938, %f722, %f723, %f938;
ld.shared.u32 %r3528, [%r5107+3584];
ld.shared.u32 %r3532, [%r5107+3600];
ld.shared.u32 %r3536, [%r5107+3588];
ld.shared.u32 %r3540, [%r5107+3604];
ld.shared.u32 %r3544, [%r5107+3592];
ld.shared.u32 %r3548, [%r5107+3608];
ld.shared.u32 %r3552, [%r5107+3596];
ld.shared.u32 %r3556, [%r5107+3612];

	dp4a.s32.s32 %r3494, %r3047, %r3528, %r5065;

	
	dp4a.s32.s32 %r3498, %r5035, %r3532, %r3494;

	
	dp4a.s32.s32 %r3502, %r5039, %r3536, %r3498;

	
	dp4a.s32.s32 %r3506, %r5043, %r3540, %r3502;

	
	dp4a.s32.s32 %r3510, %r5047, %r3544, %r3506;

	
	dp4a.s32.s32 %r3514, %r5051, %r3548, %r3510;

	
	dp4a.s32.s32 %r3518, %r5055, %r3552, %r3514;

	
	dp4a.s32.s32 %r3522, %r5059, %r3556, %r3518;

	ld.shared.f32 %f724, [%r5099+448];
mul.ftz.f32 %f725, %f688, %f724;
cvt.rn.f32.s32 %f726, %r3522;
fma.rn.ftz.f32 %f969, %f725, %f726, %f969;

	dp4a.s32.s32 %r3526, %r5063, %r3528, %r5065;

	
	dp4a.s32.s32 %r3530, %r5067, %r3532, %r3526;

	
	dp4a.s32.s32 %r3534, %r5071, %r3536, %r3530;

	
	dp4a.s32.s32 %r3538, %r5075, %r3540, %r3534;

	
	dp4a.s32.s32 %r3542, %r5079, %r3544, %r3538;

	
	dp4a.s32.s32 %r3546, %r5083, %r3548, %r3542;

	
	dp4a.s32.s32 %r3550, %r5087, %r3552, %r3546;

	
	dp4a.s32.s32 %r3554, %r5091, %r3556, %r3550;

	mul.ftz.f32 %f727, %f691, %f724;
cvt.rn.f32.s32 %f728, %r3554;
fma.rn.ftz.f32 %f937, %f727, %f728, %f937;
ld.shared.u32 %r3592, [%r5107+4096];
ld.shared.u32 %r3596, [%r5107+4112];
ld.shared.u32 %r3600, [%r5107+4100];
ld.shared.u32 %r3604, [%r5107+4116];
ld.shared.u32 %r3608, [%r5107+4104];
ld.shared.u32 %r3612, [%r5107+4120];
ld.shared.u32 %r3616, [%r5107+4108];
ld.shared.u32 %r3620, [%r5107+4124];

	dp4a.s32.s32 %r3558, %r3047, %r3592, %r5065;

	
	dp4a.s32.s32 %r3562, %r5035, %r3596, %r3558;

	
	dp4a.s32.s32 %r3566, %r5039, %r3600, %r3562;

	
	dp4a.s32.s32 %r3570, %r5043, %r3604, %r3566;

	
	dp4a.s32.s32 %r3574, %r5047, %r3608, %r3570;

	
	dp4a.s32.s32 %r3578, %r5051, %r3612, %r3574;

	
	dp4a.s32.s32 %r3582, %r5055, %r3616, %r3578;

	
	dp4a.s32.s32 %r3586, %r5059, %r3620, %r3582;

	ld.shared.f32 %f729, [%r5099+512];
mul.ftz.f32 %f730, %f688, %f729;
cvt.rn.f32.s32 %f731, %r3586;
fma.rn.ftz.f32 %f968, %f730, %f731, %f968;

	dp4a.s32.s32 %r3590, %r5063, %r3592, %r5065;

	
	dp4a.s32.s32 %r3594, %r5067, %r3596, %r3590;

	
	dp4a.s32.s32 %r3598, %r5071, %r3600, %r3594;

	
	dp4a.s32.s32 %r3602, %r5075, %r3604, %r3598;

	
	dp4a.s32.s32 %r3606, %r5079, %r3608, %r3602;

	
	dp4a.s32.s32 %r3610, %r5083, %r3612, %r3606;

	
	dp4a.s32.s32 %r3614, %r5087, %r3616, %r3610;

	
	dp4a.s32.s32 %r3618, %r5091, %r3620, %r3614;

	mul.ftz.f32 %f732, %f691, %f729;
cvt.rn.f32.s32 %f733, %r3618;
fma.rn.ftz.f32 %f936, %f732, %f733, %f936;
ld.shared.u32 %r3656, [%r5107+4608];
ld.shared.u32 %r3660, [%r5107+4624];
ld.shared.u32 %r3664, [%r5107+4612];
ld.shared.u32 %r3668, [%r5107+4628];
ld.shared.u32 %r3672, [%r5107+4616];
ld.shared.u32 %r3676, [%r5107+4632];
ld.shared.u32 %r3680, [%r5107+4620];
ld.shared.u32 %r3684, [%r5107+4636];

	dp4a.s32.s32 %r3622, %r3047, %r3656, %r5065;

	
	dp4a.s32.s32 %r3626, %r5035, %r3660, %r3622;

	
	dp4a.s32.s32 %r3630, %r5039, %r3664, %r3626;

	
	dp4a.s32.s32 %r3634, %r5043, %r3668, %r3630;

	
	dp4a.s32.s32 %r3638, %r5047, %r3672, %r3634;

	
	dp4a.s32.s32 %r3642, %r5051, %r3676, %r3638;

	
	dp4a.s32.s32 %r3646, %r5055, %r3680, %r3642;

	
	dp4a.s32.s32 %r3650, %r5059, %r3684, %r3646;

	ld.shared.f32 %f734, [%r5099+576];
mul.ftz.f32 %f735, %f688, %f734;
cvt.rn.f32.s32 %f736, %r3650;
fma.rn.ftz.f32 %f967, %f735, %f736, %f967;

	dp4a.s32.s32 %r3654, %r5063, %r3656, %r5065;

	
	dp4a.s32.s32 %r3658, %r5067, %r3660, %r3654;

	
	dp4a.s32.s32 %r3662, %r5071, %r3664, %r3658;

	
	dp4a.s32.s32 %r3666, %r5075, %r3668, %r3662;

	
	dp4a.s32.s32 %r3670, %r5079, %r3672, %r3666;

	
	dp4a.s32.s32 %r3674, %r5083, %r3676, %r3670;

	
	dp4a.s32.s32 %r3678, %r5087, %r3680, %r3674;

	
	dp4a.s32.s32 %r3682, %r5091, %r3684, %r3678;

	mul.ftz.f32 %f737, %f691, %f734;
cvt.rn.f32.s32 %f738, %r3682;
fma.rn.ftz.f32 %f935, %f737, %f738, %f935;
ld.shared.u32 %r3720, [%r5107+5120];
ld.shared.u32 %r3724, [%r5107+5136];
ld.shared.u32 %r3728, [%r5107+5124];
ld.shared.u32 %r3732, [%r5107+5140];
ld.shared.u32 %r3736, [%r5107+5128];
ld.shared.u32 %r3740, [%r5107+5144];
ld.shared.u32 %r3744, [%r5107+5132];
ld.shared.u32 %r3748, [%r5107+5148];

	dp4a.s32.s32 %r3686, %r3047, %r3720, %r5065;

	
	dp4a.s32.s32 %r3690, %r5035, %r3724, %r3686;

	
	dp4a.s32.s32 %r3694, %r5039, %r3728, %r3690;

	
	dp4a.s32.s32 %r3698, %r5043, %r3732, %r3694;

	
	dp4a.s32.s32 %r3702, %r5047, %r3736, %r3698;

	
	dp4a.s32.s32 %r3706, %r5051, %r3740, %r3702;

	
	dp4a.s32.s32 %r3710, %r5055, %r3744, %r3706;

	
	dp4a.s32.s32 %r3714, %r5059, %r3748, %r3710;

	ld.shared.f32 %f739, [%r5099+640];
mul.ftz.f32 %f740, %f688, %f739;
cvt.rn.f32.s32 %f741, %r3714;
fma.rn.ftz.f32 %f966, %f740, %f741, %f966;

	dp4a.s32.s32 %r3718, %r5063, %r3720, %r5065;

	
	dp4a.s32.s32 %r3722, %r5067, %r3724, %r3718;

	
	dp4a.s32.s32 %r3726, %r5071, %r3728, %r3722;

	
	dp4a.s32.s32 %r3730, %r5075, %r3732, %r3726;

	
	dp4a.s32.s32 %r3734, %r5079, %r3736, %r3730;

	
	dp4a.s32.s32 %r3738, %r5083, %r3740, %r3734;

	
	dp4a.s32.s32 %r3742, %r5087, %r3744, %r3738;

	
	dp4a.s32.s32 %r3746, %r5091, %r3748, %r3742;

	mul.ftz.f32 %f742, %f691, %f739;
cvt.rn.f32.s32 %f743, %r3746;
fma.rn.ftz.f32 %f934, %f742, %f743, %f934;
ld.shared.u32 %r3784, [%r5107+5632];
ld.shared.u32 %r3788, [%r5107+5648];
ld.shared.u32 %r3792, [%r5107+5636];
ld.shared.u32 %r3796, [%r5107+5652];
ld.shared.u32 %r3800, [%r5107+5640];
ld.shared.u32 %r3804, [%r5107+5656];
ld.shared.u32 %r3808, [%r5107+5644];
ld.shared.u32 %r3812, [%r5107+5660];

	dp4a.s32.s32 %r3750, %r3047, %r3784, %r5065;

	
	dp4a.s32.s32 %r3754, %r5035, %r3788, %r3750;

	
	dp4a.s32.s32 %r3758, %r5039, %r3792, %r3754;

	
	dp4a.s32.s32 %r3762, %r5043, %r3796, %r3758;

	
	dp4a.s32.s32 %r3766, %r5047, %r3800, %r3762;

	
	dp4a.s32.s32 %r3770, %r5051, %r3804, %r3766;

	
	dp4a.s32.s32 %r3774, %r5055, %r3808, %r3770;

	
	dp4a.s32.s32 %r3778, %r5059, %r3812, %r3774;

	ld.shared.f32 %f744, [%r5099+704];
mul.ftz.f32 %f745, %f688, %f744;
cvt.rn.f32.s32 %f746, %r3778;
fma.rn.ftz.f32 %f965, %f745, %f746, %f965;

	dp4a.s32.s32 %r3782, %r5063, %r3784, %r5065;

	
	dp4a.s32.s32 %r3786, %r5067, %r3788, %r3782;

	
	dp4a.s32.s32 %r3790, %r5071, %r3792, %r3786;

	
	dp4a.s32.s32 %r3794, %r5075, %r3796, %r3790;

	
	dp4a.s32.s32 %r3798, %r5079, %r3800, %r3794;

	
	dp4a.s32.s32 %r3802, %r5083, %r3804, %r3798;

	
	dp4a.s32.s32 %r3806, %r5087, %r3808, %r3802;

	
	dp4a.s32.s32 %r3810, %r5091, %r3812, %r3806;

	mul.ftz.f32 %f747, %f691, %f744;
cvt.rn.f32.s32 %f748, %r3810;
fma.rn.ftz.f32 %f933, %f747, %f748, %f933;
ld.shared.u32 %r3848, [%r5107+6144];
ld.shared.u32 %r3852, [%r5107+6160];
ld.shared.u32 %r3856, [%r5107+6148];
ld.shared.u32 %r3860, [%r5107+6164];
ld.shared.u32 %r3864, [%r5107+6152];
ld.shared.u32 %r3868, [%r5107+6168];
ld.shared.u32 %r3872, [%r5107+6156];
ld.shared.u32 %r3876, [%r5107+6172];

	dp4a.s32.s32 %r3814, %r3047, %r3848, %r5065;

	
	dp4a.s32.s32 %r3818, %r5035, %r3852, %r3814;

	
	dp4a.s32.s32 %r3822, %r5039, %r3856, %r3818;

	
	dp4a.s32.s32 %r3826, %r5043, %r3860, %r3822;

	
	dp4a.s32.s32 %r3830, %r5047, %r3864, %r3826;

	
	dp4a.s32.s32 %r3834, %r5051, %r3868, %r3830;

	
	dp4a.s32.s32 %r3838, %r5055, %r3872, %r3834;

	
	dp4a.s32.s32 %r3842, %r5059, %r3876, %r3838;

	ld.shared.f32 %f749, [%r5099+768];
mul.ftz.f32 %f750, %f688, %f749;
cvt.rn.f32.s32 %f751, %r3842;
fma.rn.ftz.f32 %f964, %f750, %f751, %f964;

	dp4a.s32.s32 %r3846, %r5063, %r3848, %r5065;

	
	dp4a.s32.s32 %r3850, %r5067, %r3852, %r3846;

	
	dp4a.s32.s32 %r3854, %r5071, %r3856, %r3850;

	
	dp4a.s32.s32 %r3858, %r5075, %r3860, %r3854;

	
	dp4a.s32.s32 %r3862, %r5079, %r3864, %r3858;

	
	dp4a.s32.s32 %r3866, %r5083, %r3868, %r3862;

	
	dp4a.s32.s32 %r3870, %r5087, %r3872, %r3866;

	
	dp4a.s32.s32 %r3874, %r5091, %r3876, %r3870;

	mul.ftz.f32 %f752, %f691, %f749;
cvt.rn.f32.s32 %f753, %r3874;
fma.rn.ftz.f32 %f932, %f752, %f753, %f932;
ld.shared.u32 %r3912, [%r5107+6656];
ld.shared.u32 %r3916, [%r5107+6672];
ld.shared.u32 %r3920, [%r5107+6660];
ld.shared.u32 %r3924, [%r5107+6676];
ld.shared.u32 %r3928, [%r5107+6664];
ld.shared.u32 %r3932, [%r5107+6680];
ld.shared.u32 %r3936, [%r5107+6668];
ld.shared.u32 %r3940, [%r5107+6684];

	dp4a.s32.s32 %r3878, %r3047, %r3912, %r5065;

	
	dp4a.s32.s32 %r3882, %r5035, %r3916, %r3878;

	
	dp4a.s32.s32 %r3886, %r5039, %r3920, %r3882;

	
	dp4a.s32.s32 %r3890, %r5043, %r3924, %r3886;

	
	dp4a.s32.s32 %r3894, %r5047, %r3928, %r3890;

	
	dp4a.s32.s32 %r3898, %r5051, %r3932, %r3894;

	
	dp4a.s32.s32 %r3902, %r5055, %r3936, %r3898;

	
	dp4a.s32.s32 %r3906, %r5059, %r3940, %r3902;

